CASENO,PED_SEX,ped_stus,PED_INJ,intox,VEHNO,PED_AGE
2016002253,1.0,3,5,4.0,1,73
2016002253,1.0,3,5,4.0,1,73
2016002268,1.0,4,7,4.0,1,50
2016002268,1.0,4,7,4.0,1,50
2016002306,2.0,3,7,4.0,1,16
2016002306,2.0,3,7,4.0,1,16
2016002326,2.0,3,7,9.0,1,36
2016002326,2.0,3,7,9.0,1,36
2016002349,1.0,3,7,4.0,1,18
2016002349,1.0,3,7,4.0,1,18
2016002434,1.0,3,6,4.0,1,25
2016002434,1.0,3,6,4.0,1,25
2016002512,2.0,3,6,4.0,1,35
2016002512,2.0,3,6,4.0,1,35
2016002529,1.0,3,7,4.0,1,55
2016002529,1.0,3,7,4.0,1,55
2016002596,1.0,3,6,4.0,1,31
2016002596,1.0,3,6,4.0,1,31
2016002609,1.0,3,5,9.0,1,24
2016002609,1.0,3,5,9.0,1,24
2016002620,2.0,3,5,9.0,1,39
2016002620,2.0,3,5,9.0,1,39
2016002902,1.0,4,7,4.0,1,35
2016002902,1.0,4,7,4.0,1,35
2016002930,1.0,3,7,4.0,1,40
2016002930,1.0,3,7,4.0,1,40
2016002985,2.0,3,5,9.0,1,70
2016002985,2.0,3,5,9.0,1,70
2016002989,2.0,3,1,4.0,1,35
2016002989,2.0,3,1,4.0,1,35
2016003106,1.0,3,7,4.0,1,46
2016003106,1.0,3,7,4.0,1,46
2016003207,2.0,3,7,4.0,1,29
2016003207,2.0,3,7,4.0,1,29
2016003272,1.0,3,7,1.0,1,26
2016003272,1.0,3,7,1.0,1,26
2016003295,2.0,3,0,4.0,1,24
2016003295,2.0,3,0,4.0,1,24
2016003385,1.0,3,5,4.0,1,50
2016003385,1.0,3,5,4.0,1,50
2016003389,1.0,4,7,4.0,1,39
2016003389,1.0,4,7,4.0,1,39
2016003404,1.0,3,6,4.0,1,22
2016003404,1.0,3,6,4.0,1,22
2016003452,1.0,3,5,4.0,1,28
2016003452,1.0,3,5,4.0,1,28
2016003520,2.0,3,3,3.0,1,39
2016003520,2.0,3,3,3.0,1,39
2016003756,1.0,4,7,4.0,1,64
2016003756,1.0,4,7,4.0,1,64
2016003876,1.0,3,5,9.0,1,47
2016003876,1.0,3,5,9.0,1,47
2016003889,1.0,3,6,1.0,1,26
2016003889,1.0,3,6,1.0,1,26
2016003917,1.0,4,7,4.0,1,34
2016003917,1.0,4,7,4.0,1,34
2016003973,1.0,4,7,4.0,1,28
2016003973,1.0,4,7,4.0,1,28
2016004022,1.0,4,6,4.0,1,59
2016004022,1.0,4,6,4.0,1,59
2016004024,2.0,3,6,4.0,1,17
2016004024,2.0,3,6,4.0,1,17
2016004127,1.0,3,7,4.0,1,56
2016004127,1.0,3,7,4.0,1,56
2016004156,2.0,3,5,9.0,1,27
2016004156,2.0,3,5,9.0,1,27
2016004167,1.0,3,7,,1,31
2016004167,1.0,3,7,,1,31
2016004169,1.0,3,5,,1,.
2016004169,1.0,3,5,,1,.
2016004169,1.0,3,1,4.0,1,27
2016004198,1.0,3,7,9.0,1,45
2016004198,1.0,3,7,9.0,1,45
2016004304,2.0,3,5,9.0,1,24
2016004304,2.0,3,5,9.0,1,24
2016004341,1.0,4,1,4.0,1,.
2016004341,1.0,4,1,4.0,1,.
2016004364,1.0,3,6,4.0,1,15
2016004364,1.0,3,6,4.0,1,15
2016004431,1.0,4,1,4.0,1,32
2016004431,1.0,4,1,4.0,1,32
2016004432,1.0,4,7,4.0,1,61
2016004432,1.0,4,7,4.0,1,61
2016004542,2.0,3,7,4.0,1,16
2016004542,2.0,3,7,4.0,1,16
2016004644,1.0,3,6,4.0,1,20
2016004644,1.0,3,6,4.0,1,20
2016004662,1.0,3,1,4.0,1,15
2016004662,1.0,3,1,4.0,1,15
2016004669,1.0,3,6,9.0,1,48
2016004669,1.0,3,6,9.0,1,48
2016004693,2.0,3,6,9.0,1,25
2016004693,2.0,3,6,9.0,1,25
2016004743,1.0,4,6,9.0,1,33
2016004743,1.0,4,6,9.0,1,33
2016004763,1.0,3,7,,1,25
2016004763,1.0,3,7,,1,25
2016004904,1.0,3,7,9.0,1,.
2016004904,1.0,3,7,9.0,1,.
2016004916,1.0,3,2,9.0,1,61
2016004916,1.0,3,2,9.0,1,61
2016005050,1.0,4,7,4.0,1,27
2016005050,1.0,4,7,4.0,1,27
2016005265,1.0,3,6,4.0,1,28
2016005265,1.0,3,6,4.0,1,28
2016005272,1.0,3,6,4.0,1,63
2016005272,1.0,3,6,4.0,1,63
2016005287,2.0,3,2,9.0,1,60
2016005287,2.0,3,2,9.0,1,60
2016005413,1.0,4,7,4.0,1,53
2016005413,1.0,4,7,4.0,1,53
2016005442,1.0,3,7,4.0,1,25
2016005442,1.0,3,7,4.0,1,25
2016005442,2.0,3,1,4.0,1,25
2016005495,1.0,3,7,9.0,1,25
2016005495,1.0,3,7,9.0,1,25
2016005717,1.0,3,5,,1,59
2016005717,1.0,3,5,,1,59
2016005732,1.0,3,6,4.0,1,31
2016005732,1.0,3,6,4.0,1,31
2016005773,2.0,3,7,4.0,1,50
2016005773,2.0,3,7,4.0,1,50
2016005778,1.0,3,6,4.0,1,17
2016005778,1.0,3,6,4.0,1,17
2016005792,2.0,3,6,4.0,1,22
2016005792,2.0,3,6,4.0,1,22
2016005800,2.0,3,7,9.0,1,43
2016005800,2.0,3,7,9.0,1,43
2016005895,1.0,4,7,4.0,1,20
2016005895,1.0,4,7,4.0,1,20
2016005937,2.0,3,7,4.0,1,17
2016005937,2.0,3,7,4.0,1,17
2016005996,1.0,3,6,9.0,1,49
2016005996,1.0,3,6,9.0,1,49
2016006003,1.0,3,6,4.0,1,17
2016006003,1.0,3,6,4.0,1,17
2016006004,1.0,3,7,4.0,1,16
2016006004,1.0,3,7,4.0,1,16
2016006012,2.0,3,6,4.0,1,19
2016006012,2.0,3,6,4.0,1,19
2016006070,1.0,4,1,1.0,1,35
2016006070,1.0,4,1,1.0,1,35
2016006149,2.0,3,6,4.0,1,23
2016006149,2.0,3,6,4.0,1,23
2016006316,1.0,3,2,9.0,1,40
2016006316,1.0,3,2,9.0,1,40
2016006316,1.0,3,7,4.0,1,44
2016006330,2.0,3,5,4.0,1,30
2016006330,2.0,3,5,4.0,1,30
2016006375,2.0,3,5,3.0,1,62
2016006375,2.0,3,5,3.0,1,62
2016006391,1.0,4,7,4.0,1,38
2016006391,1.0,4,7,4.0,1,38
2016006427,2.0,4,7,4.0,1,23
2016006427,2.0,4,7,4.0,1,23
2016006458,2.0,4,7,4.0,1,52
2016006458,2.0,4,7,4.0,1,52
2016006563,1.0,4,7,4.0,1,52
2016006563,1.0,4,7,4.0,1,52
2016006670,1.0,3,6,4.0,1,28
2016006670,1.0,3,6,4.0,1,28
2016006726,1.0,3,6,4.0,1,37
2016006726,1.0,3,6,4.0,1,37
2016006809,2.0,3,7,4.0,1,14
2016006809,2.0,3,7,4.0,1,14
2016006809,2.0,3,1,4.0,1,39
2016006857,1.0,4,6,4.0,1,36
2016006857,1.0,4,6,4.0,1,36
2016006882,1.0,3,5,4.0,1,19
2016006882,1.0,3,5,4.0,1,19
2016006902,1.0,3,7,4.0,1,13
2016006902,1.0,3,7,4.0,1,13
2016006909,1.0,3,7,,1,22
2016006909,1.0,3,7,,1,22
2016006954,2.0,3,5,1.0,1,50
2016006954,2.0,3,5,1.0,1,50
2016007101,1.0,3,7,4.0,1,.
2016007101,1.0,3,7,4.0,1,.
2016007107,1.0,3,5,9.0,1,27
2016007107,1.0,3,5,9.0,1,27
2016007177,1.0,4,7,4.0,1,51
2016007177,1.0,4,7,4.0,1,51
2016007290,1.0,3,7,3.0,1,54
2016007290,1.0,3,7,3.0,1,54
2016007327,2.0,3,7,4.0,1,50
2016007327,2.0,3,7,4.0,1,50
2016007333,1.0,3,6,9.0,1,45
2016007333,1.0,3,6,9.0,1,45
2016007409,1.0,3,5,9.0,1,31
2016007409,1.0,3,5,9.0,1,31
2016007433,2.0,3,7,4.0,1,23
2016007433,2.0,3,7,4.0,1,23
2016007631,1.0,3,7,4.0,1,41
2016007631,1.0,3,7,4.0,1,41
2016007794,1.0,3,7,4.0,1,34
2016007794,1.0,3,7,4.0,1,34
2016007861,2.0,4,7,9.0,1,42
2016007861,2.0,4,7,9.0,1,42
2016007911,1.0,4,6,4.0,1,22
2016007911,1.0,4,6,4.0,1,22
2016007913,1.0,3,6,9.0,1,23
2016007913,1.0,3,6,9.0,1,23
2016007950,1.0,4,6,4.0,1,47
2016007950,1.0,4,6,4.0,1,47
2016007967,1.0,3,7,4.0,1,16
2016007967,1.0,3,7,4.0,1,16
2016008007,1.0,3,5,9.0,1,28
2016008007,1.0,3,5,9.0,1,28
2016008027,2.0,3,2,3.0,1,45
2016008027,2.0,3,2,3.0,1,45
2016008070,2.0,3,6,4.0,1,57
2016008070,2.0,3,6,4.0,1,57
2016008105,2.0,3,7,4.0,1,28
2016008105,2.0,3,7,4.0,1,28
2016008147,1.0,4,7,4.0,1,29
2016008147,1.0,4,7,4.0,1,29
2016008155,1.0,4,6,3.0,1,32
2016008155,1.0,4,6,3.0,1,32
2016008172,1.0,4,1,4.0,1,56
2016008172,1.0,4,1,4.0,1,56
2016008235,1.0,3,7,9.0,1,23
2016008235,1.0,3,7,9.0,1,23
2016008331,2.0,3,7,4.0,1,53
2016008331,2.0,3,7,4.0,1,53
2016008369,1.0,3,6,9.0,1,21
2016008369,1.0,3,6,9.0,1,21
2016008392,1.0,3,4,4.0,1,19
2016008392,1.0,3,4,4.0,1,19
2016008394,1.0,3,7,4.0,1,23
2016008394,1.0,3,7,4.0,1,23
2016008394,2.0,3,7,4.0,1,22
2016008423,1.0,4,6,4.0,1,65
2016008423,1.0,4,6,4.0,1,65
2016008430,1.0,3,2,1.0,1,25
2016008430,1.0,3,2,1.0,1,25
2016008662,2.0,3,6,4.0,1,19
2016008662,2.0,3,6,4.0,1,19
2016008677,2.0,3,6,9.0,1,41
2016008677,2.0,3,6,9.0,1,41
2016008689,1.0,3,7,,1,30
2016008689,1.0,3,7,,1,30
2016008758,1.0,3,5,9.0,1,25
2016008758,1.0,3,5,9.0,1,25
2016008823,1.0,3,7,4.0,1,63
2016008823,1.0,3,7,4.0,1,63
2016008851,2.0,4,7,4.0,1,48
2016008851,2.0,4,7,4.0,1,48
2016008881,1.0,3,7,,1,50
2016008881,1.0,3,7,,1,50
2016008961,1.0,3,1,4.0,1,49
2016008961,1.0,3,1,4.0,1,49
2016009183,1.0,3,2,1.0,1,44
2016009183,1.0,3,2,1.0,1,44
2016009203,2.0,4,7,4.0,1,24
2016009203,2.0,4,7,4.0,1,24
2016009298,2.0,3,5,9.0,1,80
2016009298,2.0,3,5,9.0,1,80
2016009323,2.0,3,7,4.0,1,62
2016009323,2.0,3,7,4.0,1,62
2016009332,1.0,3,7,4.0,1,66
2016009332,1.0,3,7,4.0,1,66
2016009389,1.0,3,7,4.0,1,19
2016009389,1.0,3,7,4.0,1,19
2016009425,1.0,3,7,,1,49
2016009425,1.0,3,7,,1,49
2016009569,1.0,3,7,,1,34
2016009569,1.0,3,7,,1,34
2016009618,1.0,3,6,9.0,1,37
2016009618,1.0,3,6,9.0,1,37
2016009620,1.0,4,6,4.0,1,28
2016009620,1.0,4,6,4.0,1,28
2016009637,2.0,4,7,4.0,1,40
2016009637,2.0,4,7,4.0,1,40
2016009759,1.0,3,5,4.0,1,39
2016009759,1.0,3,5,4.0,1,39
2016009834,1.0,4,6,4.0,1,18
2016009834,1.0,4,6,4.0,1,18
2016009866,1.0,3,7,4.0,1,27
2016009866,1.0,3,7,4.0,1,27
2016009956,1.0,3,7,4.0,1,49
2016009956,1.0,3,7,4.0,1,49
2016010156,2.0,3,6,3.0,1,43
2016010156,2.0,3,6,3.0,1,43
2016010270,2.0,3,7,4.0,1,24
2016010270,2.0,3,7,4.0,1,24
2016010353,1.0,3,6,9.0,1,60
2016010353,1.0,3,6,9.0,1,60
2016010362,1.0,3,6,4.0,1,45
2016010362,1.0,3,6,4.0,1,45
2016010469,2.0,3,6,4.0,1,20
2016010469,2.0,3,6,4.0,1,20
2016010523,1.0,3,6,4.0,1,53
2016010523,1.0,3,6,4.0,1,53
2016010534,1.0,4,7,4.0,1,22
2016010534,1.0,4,7,4.0,1,22
2016010555,1.0,3,7,,1,32
2016010555,1.0,3,7,,1,32
2016010578,1.0,3,7,1.0,1,45
2016010578,1.0,3,7,1.0,1,45
2016010579,1.0,3,7,9.0,1,45
2016010579,1.0,3,7,9.0,1,45
2016010710,1.0,3,5,9.0,1,29
2016010710,1.0,3,5,9.0,1,29
2016010729,1.0,4,0,9.0,1,27
2016010729,1.0,4,0,9.0,1,27
2016010753,2.0,3,7,4.0,1,19
2016010753,2.0,3,7,4.0,1,19
2016010778,1.0,4,5,4.0,1,26
2016010778,1.0,4,5,4.0,1,26
2016010998,1.0,3,5,9.0,1,28
2016010998,1.0,3,5,9.0,1,28
2016011030,1.0,3,1,9.0,1,68
2016011030,1.0,3,1,9.0,1,68
2016011030,2.0,3,7,9.0,1,74
2016011041,1.0,3,6,4.0,1,32
2016011041,1.0,3,6,4.0,1,32
2016011196,1.0,3,0,1.0,1,52
2016011196,1.0,3,0,1.0,1,52
2016011254,1.0,3,7,4.0,1,86
2016011254,1.0,3,7,4.0,1,86
2016011288,1.0,3,1,4.0,1,60
2016011288,1.0,3,1,4.0,1,60
2016011298,1.0,3,7,3.0,1,48
2016011298,1.0,3,7,3.0,1,48
2016011332,1.0,4,7,4.0,1,35
2016011332,1.0,4,7,4.0,1,35
2016011502,1.0,4,1,4.0,1,30
2016011502,1.0,4,1,4.0,1,30
2016011674,1.0,4,0,4.0,1,47
2016011674,1.0,4,0,4.0,1,47
2016011692,2.0,3,6,9.0,1,43
2016011692,2.0,3,6,9.0,1,43
2016011710,1.0,3,6,4.0,1,2
2016011710,1.0,3,6,4.0,1,2
2016011710,2.0,3,1,4.0,1,37
2016011806,2.0,3,1,4.0,1,18
2016011806,2.0,3,1,4.0,1,18
2016012362,1.0,4,7,4.0,1,54
2016012362,1.0,4,7,4.0,1,54
2016012400,1.0,3,0,,1,43
2016012400,1.0,3,0,,1,43
2016012450,2.0,3,6,9.0,1,67
2016012450,2.0,3,6,9.0,1,67
2016012513,1.0,3,5,9.0,1,35
2016012513,1.0,3,5,9.0,1,35
2016012726,1.0,3,7,4.0,1,29
2016012726,1.0,3,7,4.0,1,29
2016012726,1.0,3,6,4.0,1,32
2016012751,1.0,3,6,4.0,1,59
2016012751,1.0,3,6,4.0,1,59
2016012923,1.0,3,6,4.0,1,6
2016012923,1.0,3,6,4.0,1,6
2016012947,1.0,3,7,4.0,1,35
2016012947,1.0,3,7,4.0,1,35
2016013035,1.0,3,1,4.0,1,14
2016013035,1.0,3,1,4.0,1,14
2016013048,1.0,3,9,9.0,1,44
2016013048,1.0,3,9,9.0,1,44
2016013279,1.0,3,5,3.0,1,43
2016013279,1.0,3,5,3.0,1,43
2016013311,1.0,3,7,4.0,1,22
2016013311,1.0,3,7,4.0,1,22
2016013403,1.0,3,5,4.0,1,45
2016013403,1.0,3,5,4.0,1,45
2016013613,1.0,3,6,4.0,1,60
2016013613,1.0,3,6,4.0,1,60
2016013766,1.0,4,1,4.0,1,9
2016013766,1.0,4,1,4.0,1,9
2016013980,2.0,3,5,4.0,1,88
2016013980,2.0,3,5,4.0,1,88
2016014052,1.0,3,7,4.0,1,20
2016014052,1.0,3,7,4.0,1,20
2016014057,1.0,4,1,4.0,1,20
2016014057,1.0,4,1,4.0,1,20
2016014106,1.0,3,6,4.0,1,30
2016014106,1.0,3,6,4.0,1,30
2016014116,1.0,3,7,4.0,1,54
2016014116,1.0,3,7,4.0,1,54
2016014220,1.0,4,6,4.0,1,43
2016014220,1.0,4,6,4.0,1,43
2016014221,2.0,3,7,4.0,1,38
2016014221,2.0,3,7,4.0,1,38
2016014284,2.0,3,5,1.0,1,25
2016014284,2.0,3,5,1.0,1,25
2016014352,2.0,3,6,4.0,1,48
2016014352,2.0,3,6,4.0,1,48
2016014397,1.0,4,1,4.0,1,17
2016014397,1.0,4,1,4.0,1,17
2016014500,2.0,3,7,,1,16
2016014500,2.0,3,7,,1,16
2016014579,2.0,3,6,9.0,1,30
2016014579,2.0,3,6,9.0,1,30
2016014592,2.0,3,0,4.0,1,37
2016014592,2.0,3,0,4.0,1,37
2016014627,2.0,3,6,4.0,1,25
2016014627,2.0,3,6,4.0,1,25
2016014739,2.0,3,1,4.0,1,20
2016014739,2.0,3,1,4.0,1,20
2016014783,2.0,3,1,4.0,1,56
2016014783,2.0,3,1,4.0,1,56
2016014818,2.0,3,6,3.0,1,29
2016014818,2.0,3,6,3.0,1,29
2016015003,2.0,3,5,3.0,1,33
2016015003,2.0,3,5,3.0,1,33
2016015069,2.0,3,7,4.0,1,27
2016015069,2.0,3,7,4.0,1,27
2016015104,1.0,3,6,4.0,1,59
2016015104,1.0,3,6,4.0,1,59
2016015109,1.0,3,7,4.0,1,24
2016015109,1.0,3,7,4.0,1,24
2016015119,1.0,3,6,4.0,1,56
2016015119,1.0,3,6,4.0,1,56
2016015153,1.0,4,7,4.0,1,93
2016015153,1.0,4,7,4.0,1,93
2016015172,1.0,3,5,4.0,1,48
2016015172,1.0,3,5,4.0,1,48
2016015231,2.0,3,3,9.0,1,46
2016015231,2.0,3,3,9.0,1,46
2016015236,1.0,3,6,1.0,1,45
2016015236,1.0,3,6,1.0,1,45
2016015292,1.0,3,6,1.0,1,37
2016015292,1.0,3,6,1.0,1,37
2016015335,1.0,3,7,4.0,1,53
2016015335,1.0,3,7,4.0,1,53
2016015382,1.0,3,6,4.0,1,21
2016015382,1.0,3,6,4.0,1,21
2016015445,1.0,4,6,4.0,1,22
2016015445,1.0,4,6,4.0,1,22
2016015479,2.0,4,7,4.0,1,62
2016015479,2.0,4,7,4.0,1,62
2016015539,,3,0,9.0,1,.
2016015539,,3,0,9.0,1,.
2016015678,1.0,3,4,9.0,1,39
2016015678,1.0,3,4,9.0,1,39
2016015685,1.0,4,6,4.0,1,48
2016015685,1.0,4,6,4.0,1,48
2016015724,1.0,3,6,9.0,1,71
2016015724,1.0,3,6,9.0,1,71
2016015757,1.0,3,0,4.0,1,34
2016015757,1.0,3,0,4.0,1,34
2016015803,1.0,3,6,4.0,1,51
2016015803,1.0,3,6,4.0,1,51
2016015808,1.0,4,6,4.0,1,20
2016015808,1.0,4,6,4.0,1,20
2016015965,1.0,4,7,4.0,1,28
2016015965,1.0,4,7,4.0,1,28
2016016219,1.0,3,6,4.0,1,25
2016016219,1.0,3,6,4.0,1,25
2016016283,1.0,4,5,4.0,1,71
2016016283,1.0,4,5,4.0,1,71
2016016325,2.0,3,5,4.0,1,80
2016016325,2.0,3,5,4.0,1,80
2016016387,,4,6,,1,.
2016016387,,4,6,,1,.
2016016418,1.0,4,1,4.0,1,23
2016016418,1.0,4,1,4.0,1,23
2016016431,1.0,3,7,4.0,1,63
2016016431,1.0,3,7,4.0,1,63
2016016493,1.0,3,5,,1,54
2016016493,1.0,3,5,,1,54
2016016548,2.0,3,5,3.0,1,28
2016016548,2.0,3,5,3.0,1,28
2016016571,1.0,4,7,4.0,1,36
2016016571,1.0,4,7,4.0,1,36
2016016660,1.0,4,7,4.0,1,32
2016016660,1.0,4,7,4.0,1,32
2016016684,2.0,3,6,4.0,1,21
2016016684,2.0,3,6,4.0,1,21
2016016733,2.0,3,7,4.0,1,49
2016016733,2.0,3,7,4.0,1,49
2016016745,2.0,4,6,4.0,1,14
2016016745,2.0,4,6,4.0,1,14
2016016770,1.0,3,5,9.0,1,46
2016016770,1.0,3,5,9.0,1,46
2016016959,1.0,4,7,9.0,1,26
2016016959,1.0,4,7,9.0,1,26
2016016971,1.0,3,6,3.0,1,23
2016016971,1.0,3,6,3.0,1,23
2016016972,2.0,3,7,9.0,1,.
2016016972,2.0,3,7,9.0,1,.
2016016996,2.0,4,7,4.0,1,31
2016016996,2.0,4,7,4.0,1,31
2016017205,1.0,4,7,4.0,1,54
2016017205,1.0,4,7,4.0,1,54
2016017216,1.0,4,1,4.0,1,17
2016017216,1.0,4,1,4.0,1,17
2016017239,1.0,4,7,4.0,1,49
2016017239,1.0,4,7,4.0,1,49
2016017257,2.0,3,7,4.0,1,14
2016017257,2.0,3,7,4.0,1,14
2016017280,2.0,4,6,4.0,1,21
2016017280,2.0,4,6,4.0,1,21
2016017344,2.0,4,1,4.0,1,17
2016017344,2.0,4,1,4.0,1,17
2016017428,1.0,4,7,3.0,1,26
2016017428,1.0,4,7,3.0,1,26
2016017579,1.0,3,1,4.0,1,12
2016017579,1.0,3,1,4.0,1,12
2016017579,2.0,3,7,4.0,1,3
2016017591,2.0,3,6,4.0,1,59
2016017591,2.0,3,6,4.0,1,59
2016017595,1.0,4,7,4.0,1,50
2016017595,1.0,4,7,4.0,1,50
2016017645,1.0,4,4,,1,62
2016017645,1.0,4,4,,1,62
2016017782,2.0,3,7,4.0,1,22
2016017782,2.0,3,7,4.0,1,22
2016017811,1.0,4,7,4.0,1,42
2016017811,1.0,4,7,4.0,1,42
2016018003,1.0,3,1,4.0,1,82
2016018003,1.0,3,1,4.0,1,82
2016018016,1.0,4,7,4.0,1,51
2016018016,1.0,4,7,4.0,1,51
2016018128,1.0,4,6,4.0,1,54
2016018128,1.0,4,6,4.0,1,54
2016018362,1.0,3,5,9.0,1,34
2016018362,1.0,3,5,9.0,1,34
2016018462,1.0,3,7,3.0,1,31
2016018462,1.0,3,7,3.0,1,31
2016018487,1.0,3,6,4.0,1,21
2016018487,1.0,3,6,4.0,1,21
2016018520,1.0,3,6,,1,46
2016018520,1.0,3,6,,1,46
2016018571,2.0,3,6,9.0,1,28
2016018571,2.0,3,6,9.0,1,28
2016018607,1.0,4,7,4.0,1,18
2016018607,1.0,4,7,4.0,1,18
2016018713,1.0,4,6,4.0,1,16
2016018713,1.0,4,6,4.0,1,16
2016018749,1.0,4,6,4.0,1,35
2016018749,1.0,4,6,4.0,1,35
2016018810,1.0,4,6,4.0,1,36
2016018810,1.0,4,6,4.0,1,36
2016018821,1.0,3,7,9.0,1,58
2016018821,1.0,3,7,9.0,1,58
2016018840,1.0,3,6,4.0,1,26
2016018840,1.0,3,6,4.0,1,26
2016018895,2.0,3,5,9.0,1,23
2016018895,2.0,3,5,9.0,1,23
2016018963,1.0,4,0,4.0,1,16
2016018963,1.0,4,0,4.0,1,16
2016018994,1.0,3,5,4.0,1,19
2016018994,1.0,3,5,4.0,1,19
2016019200,2.0,3,7,4.0,1,77
2016019200,2.0,3,7,4.0,1,77
2016019273,1.0,3,5,4.0,1,17
2016019273,1.0,3,5,4.0,1,17
2016019360,2.0,3,5,4.0,1,84
2016019360,2.0,3,5,4.0,1,84
2016019511,1.0,3,6,9.0,1,37
2016019511,1.0,3,6,9.0,1,37
2016019552,2.0,3,7,4.0,1,15
2016019552,2.0,3,7,4.0,1,15
2016019723,2.0,4,6,4.0,1,25
2016019723,2.0,4,6,4.0,1,25
2016019766,1.0,4,0,9.0,1,40
2016019766,1.0,4,0,9.0,1,40
2016019921,1.0,4,7,4.0,1,44
2016019921,1.0,4,7,4.0,1,44
2016020155,2.0,4,4,9.0,1,28
2016020155,2.0,4,4,9.0,1,28
2016020179,1.0,3,6,1.0,1,46
2016020179,1.0,3,6,1.0,1,46
2016020230,,4,0,9.0,1,.
2016020230,,4,0,9.0,1,.
2016020269,1.0,4,6,4.0,1,62
2016020269,1.0,4,6,4.0,1,62
2016020470,1.0,4,6,4.0,1,36
2016020470,1.0,4,6,4.0,1,36
2016020524,1.0,4,6,4.0,1,11
2016020524,1.0,4,6,4.0,1,11
2016020641,2.0,4,6,4.0,1,23
2016020641,2.0,4,6,4.0,1,23
2016020872,1.0,4,6,4.0,1,32
2016020872,1.0,4,6,4.0,1,32
2016020896,1.0,3,1,4.0,1,42
2016020896,1.0,3,1,4.0,1,42
2016020898,2.0,3,0,,1,36
2016020898,2.0,3,0,,1,36
2016020935,1.0,3,7,9.0,1,25
2016020935,1.0,3,7,9.0,1,25
2016020958,1.0,4,7,4.0,1,24
2016020958,1.0,4,7,4.0,1,24
2016021017,1.0,4,6,4.0,1,21
2016021017,1.0,4,6,4.0,1,21
2016021074,1.0,3,7,4.0,1,63
2016021074,1.0,3,7,4.0,1,63
2016021113,1.0,3,7,9.0,1,58
2016021113,1.0,3,7,9.0,1,58
2016021133,1.0,4,6,4.0,1,61
2016021133,1.0,4,6,4.0,1,61
2016021236,2.0,4,5,4.0,1,9
2016021236,2.0,4,5,4.0,1,9
2016021239,1.0,3,7,9.0,1,42
2016021239,1.0,3,7,9.0,1,42
2016021279,1.0,3,6,4.0,1,20
2016021279,1.0,3,6,4.0,1,20
2016021296,1.0,3,7,4.0,1,58
