CASENO,PED_SEX,ped_stus,PED_INJ,intox,VEHNO,PED_AGE
201501221,1.0,3,2,3.0,2,29
2015012610,1.0,3,5,4.0,1,61
2015012610,1.0,3,5,4.0,2,61
2015012647,1.0,4,6,9.0,1,25
2015012647,1.0,4,6,9.0,2,25
201501267,2.0,3,6,,1,36
201501267,2.0,3,6,,2,36
2015012843,1.0,3,6,4.0,1,22
2015012843,1.0,3,6,4.0,2,22
2015012876,1.0,3,6,4.0,1,79
2015012876,1.0,3,6,4.0,2,79
2015012876,2.0,3,7,4.0,2,76
2015012930,2.0,4,6,4.0,1,16
2015012930,2.0,4,6,4.0,2,16
2015012932,1.0,4,7,4.0,1,22
2015012932,1.0,4,7,4.0,2,22
2015012972,1.0,4,5,9.0,1,20
2015012972,1.0,4,5,9.0,2,20
2015012979,2.0,4,6,4.0,1,19
2015012979,2.0,4,6,4.0,2,19
2015013086,1.0,3,5,4.0,1,21
2015013086,1.0,3,5,4.0,2,21
2015013133,1.0,4,7,4.0,1,21
2015013133,1.0,4,7,4.0,2,21
2015013192,2.0,3,6,4.0,1,46
2015013192,2.0,3,6,4.0,2,46
2015013214,2.0,3,6,4.0,1,24
2015013214,2.0,3,6,4.0,2,24
2015013215,1.0,4,6,4.0,1,46
2015013215,1.0,4,6,4.0,2,46
2015013283,1.0,3,5,4.0,1,14
2015013283,1.0,3,5,4.0,2,14
2015013320,2.0,3,7,4.0,1,32
2015013320,2.0,3,7,4.0,2,32
2015013376,1.0,4,7,4.0,1,21
2015013376,1.0,4,7,4.0,2,21
2015013396,1.0,3,7,4.0,1,62
2015013396,1.0,3,7,4.0,2,62
2015013404,1.0,4,6,4.0,1,66
2015013404,1.0,4,6,4.0,2,66
2015013426,2.0,3,6,4.0,1,8
2015013426,2.0,3,6,4.0,2,8
2015013457,1.0,3,7,4.0,1,52
2015013457,1.0,3,7,4.0,2,52
2015013477,1.0,3,7,9.0,1,30
2015013477,1.0,3,7,9.0,2,30
2015013488,1.0,3,6,1.0,1,40
2015013488,1.0,3,6,1.0,2,40
2015013521,1.0,4,1,4.0,1,42
2015013521,1.0,4,1,4.0,2,42
2015013536,1.0,4,7,4.0,1,21
2015013536,1.0,4,7,4.0,2,21
2015013603,1.0,4,0,9.0,1,24
2015013603,1.0,4,0,9.0,2,24
2015013650,1.0,4,5,,1,15
2015013650,1.0,4,5,,2,15
2015013872,2.0,3,6,4.0,1,.
2015013872,2.0,3,6,4.0,2,.
2015013979,1.0,3,7,4.0,1,33
2015013979,1.0,3,7,4.0,2,33
2015013988,1.0,3,7,4.0,1,36
2015013988,1.0,3,7,4.0,2,36
2015014159,1.0,3,6,4.0,1,21
2015014159,1.0,3,6,4.0,2,21
201501431,2.0,3,5,4.0,1,65
201501431,2.0,3,5,4.0,2,65
2015014479,1.0,3,7,9.0,1,26
2015014479,1.0,3,7,9.0,2,26
2015014515,1.0,3,6,4.0,1,28
2015014515,1.0,3,6,4.0,2,28
2015014522,1.0,3,6,4.0,1,59
2015014522,1.0,3,6,4.0,2,59
201501455,2.0,3,6,9.0,1,29
201501455,2.0,3,6,9.0,2,29
2015014704,1.0,4,1,4.0,1,21
2015014704,1.0,4,1,4.0,2,21
2015014786,1.0,4,6,4.0,1,51
2015014786,1.0,4,6,4.0,2,51
2015014881,1.0,4,5,4.0,1,79
2015014881,1.0,4,5,4.0,2,79
2015014907,1.0,4,6,9.0,1,24
2015014907,1.0,4,6,9.0,2,24
2015014946,1.0,4,7,4.0,1,37
2015014946,1.0,4,7,4.0,2,37
2015014954,2.0,3,7,4.0,1,31
2015014954,2.0,3,7,4.0,2,31
2015015002,2.0,3,5,9.0,1,47
2015015002,2.0,3,5,9.0,2,47
2015015076,2.0,3,7,9.0,1,31
2015015076,2.0,3,7,9.0,2,31
2015015139,1.0,3,6,9.0,1,36
2015015139,1.0,3,6,9.0,2,36
2015015158,1.0,4,6,1.0,1,65
2015015158,1.0,4,6,1.0,2,65
2015015240,1.0,4,5,9.0,1,35
2015015240,1.0,4,5,9.0,2,35
2015015258,1.0,3,7,,1,19
2015015258,1.0,3,7,,2,19
2015015294,1.0,3,7,,1,59
2015015294,1.0,3,7,,2,59
2015015487,2.0,3,6,4.0,1,.
2015015487,2.0,3,6,4.0,2,.
2015015581,1.0,3,0,9.0,1,36
2015015581,1.0,3,0,9.0,2,36
2015015604,1.0,4,6,4.0,1,14
2015015604,1.0,4,6,4.0,2,14
2015015709,2.0,3,7,4.0,1,19
2015015709,2.0,3,7,4.0,2,19
2015015748,1.0,3,7,1.0,1,36
2015015748,1.0,3,7,1.0,2,36
2015015853,1.0,3,6,,1,20
2015015853,1.0,3,6,,2,20
2015016022,1.0,4,6,4.0,1,59
2015016022,1.0,4,6,4.0,2,59
201501605,1.0,3,7,4.0,1,17
201501605,1.0,3,7,4.0,2,17
2015016065,1.0,3,7,4.0,1,46
2015016065,1.0,3,7,4.0,2,46
2015016289,,4,5,4.0,1,46
2015016289,,4,5,4.0,2,46
2015016290,1.0,4,6,4.0,1,21
2015016290,1.0,4,6,4.0,2,21
2015016292,2.0,4,7,4.0,1,30
2015016292,2.0,4,7,4.0,2,30
2015016294,1.0,4,6,4.0,1,41
2015016294,1.0,4,6,4.0,2,41
2015016423,2.0,3,0,4.0,1,50
2015016423,2.0,3,0,4.0,2,50
2015016613,1.0,4,1,4.0,1,32
2015016613,1.0,4,1,4.0,2,32
2015016614,2.0,3,2,9.0,1,41
2015016614,2.0,3,2,9.0,2,41
2015016721,1.0,4,7,3.0,1,50
2015016721,1.0,4,7,3.0,2,50
2015016737,1.0,4,7,4.0,1,47
2015016737,1.0,4,7,4.0,2,47
2015016756,2.0,3,6,1.0,1,35
2015016756,2.0,3,6,1.0,2,35
2015016780,1.0,3,6,4.0,1,23
2015016780,1.0,3,6,4.0,2,23
2015016795,2.0,3,1,4.0,1,21
2015016795,2.0,3,1,4.0,2,21
2015016897,2.0,4,7,4.0,1,66
2015016897,2.0,4,7,4.0,2,66
2015016917,1.0,3,7,,1,48
2015016917,1.0,3,7,,2,48
201501701,2.0,3,6,4.0,1,40
201501701,2.0,3,6,4.0,2,40
2015017055,,4,6,4.0,1,13
2015017055,,4,6,4.0,2,13
2015017070,1.0,3,5,9.0,1,81
2015017070,1.0,3,5,9.0,2,81
2015017081,1.0,3,5,4.0,1,20
2015017081,1.0,3,5,4.0,2,20
2015017402,1.0,4,6,4.0,1,26
2015017402,1.0,4,6,4.0,2,26
2015017410,1.0,3,4,4.0,1,58
2015017410,1.0,3,4,4.0,2,58
2015017420,1.0,3,5,9.0,1,27
2015017420,1.0,3,5,9.0,2,27
2015017457,1.0,3,7,9.0,1,31
2015017457,1.0,3,7,9.0,2,31
201501746,1.0,3,7,9.0,1,35
201501746,1.0,3,7,9.0,2,35
2015017593,1.0,4,6,4.0,1,56
2015017593,1.0,4,6,4.0,2,56
2015017635,1.0,4,7,3.0,1,21
2015017635,1.0,4,7,3.0,2,21
2015017690,1.0,4,7,4.0,1,42
2015017690,1.0,4,7,4.0,2,42
2015017711,2.0,4,6,3.0,1,60
2015017711,2.0,4,6,3.0,2,60
2015017834,2.0,3,7,4.0,1,31
2015017834,2.0,3,7,4.0,2,31
2015017846,2.0,3,5,9.0,1,30
2015017846,2.0,3,5,9.0,2,30
2015017918,1.0,4,7,4.0,1,24
2015017918,1.0,4,7,4.0,2,24
201501800,1.0,3,6,4.0,1,21
201501800,1.0,3,6,4.0,2,21
2015018062,1.0,4,7,4.0,1,42
2015018062,1.0,4,7,4.0,2,42
2015018090,1.0,3,7,4.0,1,.
2015018090,1.0,3,7,4.0,2,.
2015018090,1.0,4,0,9.0,2,.
2015018139,1.0,4,6,4.0,1,55
2015018139,1.0,4,6,4.0,2,55
2015018168,1.0,3,7,4.0,1,27
2015018168,1.0,3,7,4.0,2,27
2015018269,1.0,4,0,3.0,1,.
2015018269,1.0,4,0,3.0,2,.
201501869,2.0,3,6,4.0,1,14
201501869,2.0,3,6,4.0,2,14
2015018701,2.0,4,7,4.0,1,28
2015018701,2.0,4,7,4.0,2,28
2015018749,1.0,3,4,9.0,1,22
2015018749,1.0,3,4,9.0,2,22
2015018756,1.0,4,7,9.0,1,52
2015018756,1.0,4,7,9.0,2,52
2015018790,2.0,4,4,9.0,1,42
2015018790,2.0,4,4,9.0,2,42
2015018823,1.0,3,7,3.0,1,32
2015018823,1.0,3,7,3.0,2,32
2015018823,2.0,3,6,4.0,2,32
2015018886,1.0,4,6,4.0,1,15
2015018886,1.0,4,6,4.0,2,15
2015018955,1.0,4,7,4.0,1,41
2015018955,1.0,4,7,4.0,2,41
2015019021,1.0,4,6,9.0,1,25
2015019021,1.0,4,6,9.0,2,25
201501903,1.0,3,6,4.0,1,64
201501903,1.0,3,6,4.0,2,64
2015019335,1.0,4,7,4.0,1,23
2015019335,1.0,4,7,4.0,2,23
2015019400,1.0,4,6,4.0,1,52
2015019400,1.0,4,6,4.0,2,52
2015019443,1.0,4,6,4.0,1,21
2015019443,1.0,4,6,4.0,2,21
2015019573,1.0,3,2,1.0,1,56
2015019573,1.0,3,2,1.0,2,56
2015019587,1.0,4,7,4.0,1,38
2015019587,1.0,4,7,4.0,2,38
2015019702,1.0,4,7,4.0,1,49
2015019702,1.0,4,7,4.0,2,49
2015019733,2.0,4,6,4.0,1,65
2015019733,2.0,4,6,4.0,2,65
2015019762,1.0,3,6,9.0,1,15
2015019762,1.0,3,6,9.0,2,15
2015019813,1.0,3,7,4.0,1,67
2015019813,1.0,3,7,4.0,2,67
2015019844,1.0,4,7,4.0,1,59
2015019844,1.0,4,7,4.0,2,59
2015019865,,3,5,4.0,1,89
2015019865,,3,5,4.0,2,89
2015019969,1.0,4,6,4.0,1,29
2015019969,1.0,4,6,4.0,2,29
2015020161,1.0,4,7,4.0,1,50
2015020161,1.0,4,7,4.0,2,50
201502019,1.0,4,6,4.0,1,36
201502019,1.0,4,6,4.0,2,36
2015020199,1.0,3,5,9.0,1,27
2015020199,1.0,3,5,9.0,2,27
2015020204,2.0,3,7,4.0,1,28
2015020204,2.0,3,7,4.0,2,28
2015020292,1.0,4,1,4.0,1,55
2015020292,1.0,4,1,4.0,2,55
201502032,1.0,3,7,9.0,1,66
201502032,1.0,3,7,9.0,2,66
2015020336,1.0,3,7,4.0,1,67
2015020336,1.0,3,7,4.0,2,67
2015020408,1.0,4,7,4.0,1,23
2015020408,1.0,4,7,4.0,2,23
2015020452,1.0,3,7,4.0,1,3
2015020452,1.0,3,7,4.0,2,3
201502046,,4,6,4.0,1,.
201502046,,4,6,4.0,2,.
201502051,1.0,4,7,4.0,1,25
201502051,1.0,4,7,4.0,2,25
2015020559,1.0,4,7,4.0,1,20
2015020559,1.0,4,7,4.0,2,20
2015020562,1.0,3,7,3.0,1,20
2015020562,1.0,3,7,3.0,2,20
2015020885,2.0,4,0,3.0,1,.
2015020885,2.0,4,0,3.0,2,.
2015020919,1.0,4,7,4.0,1,16
2015020919,1.0,4,7,4.0,2,16
2015021064,2.0,3,6,,1,62
2015021064,2.0,3,6,,2,62
2015021082,1.0,3,7,9.0,1,24
2015021082,1.0,3,7,9.0,2,24
2015021089,,4,7,,1,.
2015021089,,4,7,,2,.
2015021104,1.0,3,6,,1,16
2015021104,1.0,3,6,,2,16
2015021120,1.0,4,7,4.0,1,16
2015021120,1.0,4,7,4.0,2,16
2015021181,1.0,3,0,9.0,1,.
2015021181,1.0,3,0,9.0,2,.
2015021241,1.0,3,7,4.0,1,33
2015021241,1.0,3,7,4.0,2,33
2015021241,2.0,3,7,4.0,2,53
2015021373,1.0,4,6,9.0,1,46
2015021373,1.0,4,6,9.0,2,46
2015021396,1.0,4,5,4.0,1,52
2015021396,1.0,4,5,4.0,2,52
2015021431,1.0,3,5,9.0,1,21
2015021431,1.0,3,5,9.0,2,21
2015021486,1.0,3,5,9.0,1,28
2015021486,1.0,3,5,9.0,2,28
2015021493,2.0,4,6,4.0,1,35
2015021493,2.0,4,6,4.0,2,35
2015021513,2.0,3,5,4.0,1,25
2015021513,2.0,3,5,4.0,2,25
2015021553,1.0,4,1,4.0,1,50
2015021553,1.0,4,1,4.0,2,50
2015021555,1.0,3,7,4.0,1,16
2015021555,1.0,3,7,4.0,2,16
2015021598,1.0,3,7,4.0,1,57
2015021598,1.0,3,7,4.0,2,57
2015021623,1.0,3,7,9.0,1,32
2015021623,1.0,3,7,9.0,2,32
2015021688,2.0,3,6,4.0,1,39
2015021688,2.0,3,6,4.0,2,39
2015021809,1.0,4,6,4.0,1,51
2015021809,1.0,4,6,4.0,2,51
2015021839,2.0,4,7,4.0,1,27
2015021839,2.0,4,7,4.0,2,27
2015021915,1.0,4,7,4.0,1,27
2015021915,1.0,4,7,4.0,2,27
2015021942,1.0,3,5,9.0,1,58
2015021942,1.0,3,5,9.0,2,58
2015021953,1.0,3,2,1.0,1,37
2015021953,1.0,3,2,1.0,2,37
2015022075,1.0,4,6,4.0,1,22
2015022075,1.0,4,6,4.0,2,22
2015022080,2.0,3,6,4.0,1,3
2015022080,2.0,3,6,4.0,2,3
2015022080,2.0,3,6,4.0,2,18
2015022104,2.0,3,7,4.0,1,21
2015022104,2.0,3,7,4.0,2,21
2015022146,2.0,4,1,4.0,1,29
2015022146,2.0,4,1,4.0,2,29
2015022210,1.0,4,5,4.0,1,68
2015022210,1.0,4,5,4.0,2,68
2015022230,2.0,3,7,9.0,1,21
2015022230,2.0,3,7,9.0,2,21
201502228,1.0,4,7,4.0,1,22
201502228,1.0,4,7,4.0,2,22
2015022300,2.0,4,6,4.0,1,16
2015022300,2.0,4,6,4.0,2,16
2015022328,2.0,3,6,4.0,1,88
2015022328,2.0,3,6,4.0,2,88
2015022372,1.0,4,1,4.0,1,47
2015022372,1.0,4,1,4.0,2,47
2015022538,2.0,3,6,4.0,1,34
2015022538,2.0,3,6,4.0,2,34
2015022547,1.0,4,6,4.0,1,23
2015022547,1.0,4,6,4.0,2,23
2015022598,2.0,3,7,4.0,1,16
2015022598,2.0,3,7,4.0,2,16
2015022784,1.0,4,6,4.0,1,38
2015022784,1.0,4,6,4.0,2,38
2015022800,2.0,3,6,4.0,1,29
2015022800,2.0,3,6,4.0,2,29
2015022872,2.0,3,2,9.0,1,70
2015022872,2.0,3,2,9.0,2,70
2015022877,1.0,4,6,9.0,1,43
2015022877,1.0,4,6,9.0,2,43
2015022889,1.0,4,6,4.0,1,26
2015022889,1.0,4,6,4.0,2,26
2015022904,1.0,4,7,4.0,1,16
2015022904,1.0,4,7,4.0,2,16
2015022987,2.0,3,7,4.0,1,86
2015022987,2.0,3,7,4.0,2,86
2015023022,1.0,4,7,4.0,1,29
2015023022,1.0,4,7,4.0,2,29
2015023073,2.0,3,0,9.0,1,17
2015023073,2.0,3,0,9.0,2,17
2015023148,1.0,4,6,4.0,1,70
2015023148,1.0,4,6,4.0,2,70
2015023223,1.0,3,6,2.0,1,60
2015023223,1.0,3,6,2.0,2,60
2015023330,1.0,4,6,4.0,1,57
2015023330,1.0,4,6,4.0,2,57
2015023367,1.0,3,9,4.0,1,22
2015023367,1.0,3,9,4.0,2,22
2015023377,1.0,4,6,9.0,1,54
2015023377,1.0,4,6,9.0,2,54
2015023411,1.0,4,5,4.0,1,15
2015023411,1.0,4,5,4.0,2,15
2015023431,1.0,3,5,3.0,1,55
2015023431,1.0,3,5,3.0,2,55
2015023500,2.0,3,6,4.0,1,25
2015023500,2.0,3,6,4.0,2,25
2015023684,1.0,4,7,4.0,1,59
2015023684,1.0,4,7,4.0,2,59
2015023761,2.0,3,1,4.0,1,5
2015023761,2.0,3,1,4.0,2,5
2015023761,2.0,3,7,9.0,2,37
2015023772,1.0,3,7,4.0,1,22
2015023772,1.0,3,7,4.0,2,22
2015023898,1.0,3,7,4.0,1,20
2015023898,1.0,3,7,4.0,2,20
2015023913,1.0,4,6,3.0,1,21
2015023913,1.0,4,6,3.0,2,21
2015023946,1.0,3,7,9.0,1,64
2015023946,1.0,3,7,9.0,2,64
2015024003,1.0,4,6,4.0,1,52
2015024003,1.0,4,6,4.0,2,52
2015024127,1.0,3,7,3.0,1,26
2015024127,1.0,3,7,3.0,2,26
2015024127,1.0,3,6,1.0,2,27
2015024140,1.0,4,7,4.0,1,37
2015024140,1.0,4,7,4.0,2,37
2015024145,1.0,4,7,4.0,1,16
2015024145,1.0,4,7,4.0,2,16
2015024148,1.0,3,7,4.0,1,29
2015024148,1.0,3,7,4.0,2,29
2015024298,2.0,3,2,9.0,1,36
2015024298,2.0,3,2,9.0,2,36
2015024397,1.0,4,1,4.0,1,42
2015024397,1.0,4,1,4.0,2,42
2015024499,1.0,4,1,4.0,1,33
2015024499,1.0,4,1,4.0,2,33
2015024517,2.0,3,6,4.0,1,45
2015024517,2.0,3,6,4.0,2,45
2015024611,2.0,3,6,4.0,1,52
2015024611,2.0,3,6,4.0,2,52
2015024649,1.0,4,7,4.0,1,33
2015024649,1.0,4,7,4.0,2,33
2015024807,1.0,3,5,1.0,1,65
2015024807,1.0,3,5,1.0,2,65
2015024901,1.0,3,6,4.0,1,25
2015024901,1.0,3,6,4.0,2,25
2015024931,2.0,3,7,,1,24
2015024931,2.0,3,7,,2,24
2015024934,1.0,4,7,4.0,1,52
2015024934,1.0,4,7,4.0,2,52
2015025021,1.0,4,6,9.0,1,17
2015025021,1.0,4,6,9.0,2,17
2015025030,1.0,3,5,9.0,1,55
2015025030,1.0,3,5,9.0,2,55
2015025117,2.0,3,1,4.0,1,4
2015025117,2.0,3,1,4.0,2,4
2015025117,2.0,3,7,4.0,2,27
2015025224,2.0,3,6,9.0,1,17
2015025224,2.0,3,6,9.0,2,17
2015025224,2.0,3,6,9.0,2,18
2015025323,2.0,3,1,4.0,1,27
2015025323,2.0,3,1,4.0,2,27
2015025336,,4,7,4.0,1,.
2015025336,,4,7,4.0,2,.
201502535,1.0,4,2,9.0,1,54
201502535,1.0,4,2,9.0,2,54
2015025361,1.0,3,0,4.0,1,67
2015025361,1.0,3,0,4.0,2,67
2015025418,1.0,3,6,9.0,1,28
2015025418,1.0,3,6,9.0,2,28
2015025482,1.0,4,5,9.0,1,28
2015025482,1.0,4,5,9.0,2,28
201502552,1.0,3,1,4.0,1,2
201502552,1.0,3,1,4.0,2,2
201502552,2.0,3,2,9.0,2,37
201502556,2.0,3,7,4.0,1,36
201502556,2.0,3,7,4.0,2,36
2015025579,1.0,3,7,4.0,1,18
2015025579,1.0,3,7,4.0,2,18
2015025601,2.0,3,7,9.0,1,57
2015025601,2.0,3,7,9.0,2,57
2015025632,1.0,4,7,3.0,1,28
2015025632,1.0,4,7,3.0,2,28
2015025697,2.0,3,7,4.0,1,62
2015025697,2.0,3,7,4.0,2,62
2015025715,2.0,3,6,4.0,1,82
2015025715,2.0,3,6,4.0,2,82
2015025808,2.0,3,7,4.0,1,33
2015025808,2.0,3,7,4.0,2,33
2015025902,1.0,4,7,4.0,1,54
2015025902,1.0,4,7,4.0,2,54
201502598,2.0,3,7,9.0,1,71
201502598,2.0,3,7,9.0,2,71
201502600,2.0,3,7,4.0,1,35
201502600,2.0,3,7,4.0,2,35
2015026215,1.0,4,6,4.0,1,15
2015026215,1.0,4,6,4.0,2,15
2015026410,1.0,3,7,4.0,1,43
2015026410,1.0,3,7,4.0,2,43
2015026483,1.0,4,5,3.0,1,57
2015026483,1.0,4,5,3.0,2,57
2015026563,2.0,4,6,4.0,1,56
2015026563,2.0,4,6,4.0,2,56
2015026602,2.0,4,7,4.0,1,24
2015026602,2.0,4,7,4.0,2,24
2015026604,1.0,4,6,4.0,1,19
2015026604,1.0,4,6,4.0,2,19
2015026629,1.0,3,7,4.0,1,18
2015026629,1.0,3,7,4.0,2,18
201502670,1.0,3,6,1.0,1,27
201502670,1.0,3,6,1.0,2,27
2015026859,1.0,3,7,4.0,1,59
2015026859,1.0,3,7,4.0,2,59
2015026866,1.0,3,7,1.0,1,65
2015026866,1.0,3,7,1.0,2,65
2015026900,1.0,3,5,3.0,1,45
2015026900,1.0,3,5,3.0,2,45
2015027000,1.0,3,6,3.0,1,48
2015027000,1.0,3,6,3.0,2,48
2015027008,1.0,3,6,9.0,1,53
2015027008,1.0,3,6,9.0,2,53
2015027011,2.0,4,6,4.0,1,18
2015027011,2.0,4,6,4.0,2,18
2015027116,1.0,4,5,4.0,1,49
2015027116,1.0,4,5,4.0,2,49
2015027149,2.0,3,7,4.0,1,54
2015027149,2.0,3,7,4.0,2,54
2015027163,2.0,4,6,4.0,1,27
2015027163,2.0,4,6,4.0,2,27
201502725,2.0,3,7,4.0,1,54
201502725,2.0,3,7,4.0,2,54
2015027290,2.0,3,6,4.0,1,18
2015027290,2.0,3,6,4.0,2,18
2015027304,1.0,4,6,4.0,1,17
2015027304,1.0,4,6,4.0,2,17
2015027425,1.0,4,6,4.0,1,36
2015027425,1.0,4,6,4.0,2,36
2015027512,1.0,4,5,9.0,1,60
2015027512,1.0,4,5,9.0,2,60
2015027609,1.0,3,1,4.0,1,36
2015027609,1.0,3,1,4.0,2,36
2015027609,2.0,3,7,4.0,2,43
2015027663,2.0,4,7,4.0,1,60
2015027663,2.0,4,7,4.0,2,60
2015027702,1.0,4,1,4.0,1,15
2015027702,1.0,4,1,4.0,2,15
2015027703,1.0,3,5,4.0,1,76
2015027703,1.0,3,5,4.0,2,76
2015027776,2.0,4,6,4.0,1,15
2015027776,2.0,4,6,4.0,2,15
2015027865,2.0,3,7,4.0,1,48
2015027865,2.0,3,7,4.0,2,48
2015028003,2.0,3,5,9.0,1,69
2015028003,2.0,3,5,9.0,2,69
2015028040,1.0,4,1,4.0,1,52
2015028040,1.0,4,1,4.0,2,52
2015028063,1.0,3,5,4.0,1,23
2015028063,1.0,3,5,4.0,2,23
2015028165,2.0,3,7,4.0,1,27
2015028165,2.0,3,7,4.0,2,27
2015028275,1.0,3,5,1.0,1,32
2015028275,1.0,3,5,1.0,2,32
2015028315,2.0,3,6,4.0,1,24
2015028315,2.0,3,6,4.0,2,24
2015028320,1.0,4,1,4.0,1,27
2015028320,1.0,4,1,4.0,2,27
2015028353,1.0,3,7,4.0,1,67
2015028353,1.0,3,7,4.0,2,67
2015028355,2.0,3,6,4.0,1,34
2015028355,2.0,3,6,4.0,2,34
2015028382,1.0,3,7,4.0,1,2
2015028382,1.0,3,7,4.0,2,2
2015028382,2.0,3,2,9.0,2,68
2015028397,1.0,4,6,4.0,1,62
2015028397,1.0,4,6,4.0,2,62
2015028459,1.0,4,0,9.0,1,.
2015028459,1.0,4,0,9.0,2,.
2015028465,2.0,4,0,4.0,1,21
2015028465,2.0,4,0,4.0,2,21
2015028483,1.0,3,1,9.0,1,55
2015028483,1.0,3,1,9.0,2,55
2015028568,1.0,3,5,9.0,1,30
2015028568,1.0,3,5,9.0,2,30
2015028598,1.0,4,6,4.0,1,23
2015028598,1.0,4,6,4.0,2,23
2015028626,1.0,4,1,4.0,1,69
2015028626,1.0,4,1,4.0,2,69
2015028763,1.0,3,0,4.0,1,51
2015028763,1.0,3,0,4.0,2,51
2015028818,2.0,3,7,4.0,1,64
2015028818,2.0,3,7,4.0,2,64
2015028944,1.0,3,7,3.0,1,56
2015028944,1.0,3,7,3.0,2,56
2015029020,1.0,4,6,4.0,1,30
2015029020,1.0,4,6,4.0,2,30
2015029048,1.0,4,7,4.0,1,58
2015029048,1.0,4,7,4.0,2,58
2015029065,2.0,3,7,4.0,1,38
2015029065,2.0,3,7,4.0,2,38
2015029231,1.0,3,1,4.0,1,25
2015029231,1.0,3,1,4.0,2,25
2015029255,1.0,3,6,9.0,1,43
2015029255,1.0,3,6,9.0,2,43
2015029255,2.0,3,7,9.0,2,43
2015029258,1.0,3,5,9.0,1,61
2015029258,1.0,3,5,9.0,2,61
2015029320,2.0,3,7,9.0,1,88
2015029320,2.0,3,7,9.0,2,88
2015029376,2.0,3,7,4.0,1,26
2015029376,2.0,3,7,4.0,2,26
2015029648,2.0,4,7,4.0,1,24
2015029648,2.0,4,7,4.0,2,24
2015029761,1.0,3,6,4.0,1,64
2015029761,1.0,3,6,4.0,2,64
2015029794,2.0,4,7,4.0,1,21
2015029794,2.0,4,7,4.0,2,21
2015029857,1.0,4,7,4.0,1,75
2015029857,1.0,4,7,4.0,2,75
2015030009,1.0,4,6,4.0,1,22
2015030009,1.0,4,6,4.0,2,22
201503012,1.0,3,6,1.0,1,41
201503012,1.0,3,6,1.0,2,41
2015030272,1.0,4,6,4.0,1,16
2015030272,1.0,4,6,4.0,2,16
2015030476,1.0,3,1,4.0,1,15
2015030476,1.0,3,1,4.0,2,15
2015030531,1.0,3,5,4.0,1,36
2015030531,1.0,3,5,4.0,2,36
201503069,1.0,4,6,9.0,1,33
201503069,1.0,4,6,9.0,2,33
2015030730,1.0,4,7,4.0,1,38
2015030730,1.0,4,7,4.0,2,38
2015030735,1.0,4,7,4.0,1,53
2015030735,1.0,4,7,4.0,2,53
2015030738,1.0,4,7,4.0,1,47
2015030738,1.0,4,7,4.0,2,47
2015030752,1.0,3,6,4.0,1,20
2015030752,1.0,3,6,4.0,2,20
2015030854,1.0,4,7,9.0,1,59
2015030854,1.0,4,7,9.0,2,59
2015030917,1.0,4,7,,1,29
2015030917,1.0,4,7,,2,29
2015031216,2.0,4,7,3.0,1,59
2015031216,2.0,4,7,3.0,2,59
201503131,1.0,4,6,4.0,1,20
201503131,1.0,4,6,4.0,2,20
2015031342,1.0,4,6,9.0,1,24
2015031342,1.0,4,6,9.0,2,24
2015031360,2.0,3,7,4.0,1,23
2015031360,2.0,3,7,4.0,2,23
2015031361,2.0,3,6,4.0,1,37
2015031361,2.0,3,6,4.0,2,37
2015031385,1.0,4,6,4.0,1,13
2015031385,1.0,4,6,4.0,2,13
2015031386,1.0,3,5,9.0,1,35
